报告期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
营业收入(万元),154969,104524,41453,162239,103832,49713,17821,85446,52259,31839,11734,96173,56464,38044,16359,85953,58984,42112,18376,101224,72931,56297,27174,115599,83565,55719,24859,81025,55546,35524,16568,58738,40404,28795,14079,57951,39917,26334,11546,53090,46243,41423,
营业成本(万元),94880,66997,27651,97779,62197,29978,10106,50741,28157,17038,5574,62878,33214,22563,9939,49936,33191,24531,11785,61327,43512,36160,17758,76991,56080,37216,17023,54642,36066,22681,11125,38853,25711,18444,9140,40947,27278,17920,7337,36941,30883,27887,
营业利润(万元),13605,9054,-9727,-44091,-31518,-708,-937,4516,4359,1706,-156,5651,5420,3007,87,13745,10316,6665,1543,18598,14068,10077,3749,18584,15127,9667,3051,11377,8854,6062,2035,6695,6109,4585,1796,5505,5131,3198,1594,5388,5201,4437,
利润总额(万元),14239,9088,1194,17420,11643,4892,1108,9589,7308,3912,935,10023,7252,4312,737,15905,12036,8085,1973,19321,14598,10170,3795,19261,15233,9736,3089,11755,8965,6143,2066,7261,6478,4842,1891,5889,5420,3358,1733,5406,5190,4414,
所得税费用(万元),3508,1977,522,3625,2798,1498,523,2078,1296,712,286,2670,1393,877,205,2703,2055,1401,257,2619,2208,1464,608,3454,2509,1666,537,1985,1462,1040,407,1228,967,753,329,953,1317,637,235,1053,455,473,
净利润(万元),10731,7111,672,13795,8845,3394,585,7510,6012,3200,649,7352,5860,3435,531,13203,9981,6684,1716,16702,12391,8706,3187,15807,12724,8070,2552,9770,7503,5103,1659,6033,5510,4089,1563,4936,4103,2721,1498,4353,4735,3941,
基本每股收益,0.18,0.12,0,0.22,0.15,0.06,0,0.11,0.11,0.06,0.01,0.12,0.1,0.06,0.01,0.29,0.23,0.16,0.08,0.88,0.68,0.5,0.18,1.57,1.28,1.03,0.33,1.3,1.06,0.76,0.28,1.02,0.94,0,0,0.81,0,0.47,0.26,0.72,0.74,0.56,
货币资金(万元),73460,88307,81591,96413,117356,20924,21146,22874,15466,13598,12934,21254,15426,17620,13094,26285,31928,37614,48847,58860,75719,24152,28686,43753,56811,56784,64249,78773,71333,67359,66841,23600,13168,9333,12241,10604,8029,8710,13760,10663,10115,
应收账款(万元),82503,86226,71701,69371,85604,56854,52380,49057,56658,53531,48823,47299,55079,56796,50860,47989,59294,65586,58317,52904,57824,56553,41802,31839,34265,31935,24666,19915,23831,22846,23924,19178,19517,20379,15504,18823,17514,15380,12525,10804,9472,
存货(万元),189591,156364,131391,117810,119607,68305,64386,59268,72197,70390,64550,56638,70818,68509,64148,61468,59312,48999,46754,44109,46654,45012,45873,53331,57444,56388,46335,37957,31841,24225,18068,15676,14995,15674,17064,17978,17695,15438,14637,14340,12243,
流动资产合计(万元),429780,387909,356626,334553,365606,173840,166583,156994,165510,157785,149598,146597,157700,162015,149619,157569,164319,164372,165636,169580,210163,148348,141651,157107,170102,167289,156039,150250,139883,126630,119691,68961,52110,50679,50339,51721,47298,43723,44780,38773,34191,
固定资产净额(万元),132648,134602,135956,138345,133167,102163,102472,100703,59583,60420,61049,62054,53559,53620,54151,55157,52789,54263,53236,54440,46414,46705,42726,43208,25486,25021,24925,25312,22092,13639,13739,13918,13487,12906,12804,11766,11740,11996,12058,11225,10186,
资产总计(万元),772037,712316,677749,654088,665082,435224,427243,417984,419045,409170,394718,388616,395026,393805,371899,374606,371843,367719,358194,358024,355250,287119,276852,285300,238127,229656,215626,206227,189574,164746,154756,99522,75569,71432,70672,71614,66738,60338,60639,51892,47217,
流动负债合计(万元),267066,221871,185405,170661,173546,118748,108594,103547,107001,100827,86635,80144,88661,90780,70058,72703,72374,74309,69677,73031,68379,64534,60746,71504,66988,68993,59802,52614,43118,34520,29308,26866,33869,30086,34156,32751,29734,30022,34158,24675,23178,
非流动负债合计(万元),162168,148774,155787,147046,160145,112186,115723,111727,110803,109911,110972,112057,111444,110529,108726,109320,107646,104885,103027,100709,107005,106877,104964,104996,63681,57719,57750,57742,52927,39094,37995,38027,8896,10894,7451,10633,10152,4663,2050,5642,5388,
负债合计(万元),429235,370645,341191,317707,333691,230934,224317,215274,217804,210737,197606,192202,200106,201309,178784,182022,180021,179195,172704,173740,175384,171411,165710,176499,130669,126711,117552,110357,96046,73614,67303,64893,42766,40980,41608,43384,39886,34686,36208,30318,28567,
所有者权益(或股东权益)合计(万元),342802,341671,336558,336381,331391,204290,202927,202710,201241,198433,197111,196414,194921,192496,193115,192584,191823,188524,185490,184284,179866,115708,111143,108801,107458,102945,98074,95871,93529,91132,87453,34629,32803,30453,29064,28230,26852,25652,24431,21575,18651,
期初现金及现金等价物余额(万元),94797,94797,94797,36025,37787,22715,22715,21254,21254,21254,21254,26285,26285,26285,26285,58860,58860,58860,58860,43753,43753,43753,43753,78996,78773,78773,78773,23600,23600,23600,23600,12241,12241,12241,12241,13760,13760,13760,13760,10663,10115,6573,
经营活动产生的现金流量净额(万元),-20909,-84,-502,-20142,-15064,-6927,-1152,-4355,-9851,-8252,-4903,9283,-296,-3669,-8627,-2615,-8748,-7584,-3422,-2184,-17452,-9054,-10656,-2764,-5921,-12955,-7858,26059,12944,-2285,-4621,7733,6620,2651,-3390,4085,1015,-2606,-546,6848,5373,6765,
