code,date,name,weight
002252,2018-03-30,上海莱士,0.26
002292,2018-03-30,奥飞娱乐,0.06
002294,2018-03-30,信立泰,0.16
002304,2018-03-30,洋河股份,0.57
002310,2018-03-30,东方园林,0.25
002352,2018-03-30,顺丰控股,0.1
002385,2018-03-30,大北农,0.1
002411,2018-03-30,必康股份,0.07
002415,2018-03-30,海康威视,1.34
002424,2018-03-30,贵州百灵,0.05
002426,2018-03-30,胜利精密,0.09
002450,2018-03-30,康得新,0.37
002456,2018-03-30,欧菲科技,0.34
002460,2018-03-30,赣锋锂业,0.35
002465,2018-03-30,海格通信,0.15
002466,2018-03-30,天齐锂业,0.36
002468,2018-03-30,申通快递,0.07
002470,2018-03-30,金正大,0.12
002475,2018-03-30,立讯精密,0.34
002500,2018-03-30,山西证券,0.12
002508,2018-03-30,老板电器,0.15
002555,2018-03-30,三七互娱,0.05
002558,2018-03-30,巨人网络,0.17
002572,2018-03-30,索菲亚,0.17
002594,2018-03-30,比亚迪,0.45
002601,2018-03-30,龙蟒佰利,0.1
002602,2018-03-30,世纪华通,0.13
002608,2018-03-30,江苏国信,0.05
002624,2018-03-30,完美世界,0.12
002673,2018-03-30,西部证券,0.15
002714,2018-03-30,牧原股份,0.14
002736,2018-03-30,国信证券,0.24
002739,2018-03-30,万达电影,0.22
002797,2018-03-30,第一创业,0.15
002831,2018-03-30,裕同科技,0.02
002839,2018-03-30,张家港行,0.02
002841,2018-03-30,视源股份,0.03
300003,2018-03-30,乐普医疗,0.32
300015,2018-03-30,爱尔眼科,0.22
300017,2018-03-30,网宿科技,0.19
300024,2018-03-30,机器人,0.2
300027,2018-03-30,华谊兄弟,0.14
300033,2018-03-30,同花顺,0.1
300059,2018-03-30,东方财富,0.45
300070,2018-03-30,碧水源,0.3
300072,2018-03-30,三聚环保,0.26
300122,2018-03-30,智飞生物,0.14
300124,2018-03-30,汇川技术,0.31
300136,2018-03-30,信维通信,0.26
300144,2018-03-30,宋城演艺,0.13
300251,2018-03-30,光线传媒,0.1
300315,2018-03-30,掌趣科技,0.14
