报告期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),1573143,949768,434791,1960066,1488256,910160,418313,1865409,1458847,885944,405677,2068860,1457684,865592,404853,1841428,1162741,675681,308889,1394162,878290,517425,237040,1014522,643218,374724,168368,663935,425189,244765,112066,410669,278037,167649,83665,333770,236617,155145,75530,346334,265891,194478,143425,177531,131049,80671,40515,
营业成本(万元),1311855,791597,366345,1635770,1255033,765797,346506,1533227,1200056,727644,337491,1687533,1200395,712730,337340,1514503,956308,557030,257626,1155072,729775,430238,198994,841533,534528,311875,141295,551789,356941,206152,94129,341505,233499,141338,70409,280890,200038,131405,63587,302123,234059,173957,131116,145276,108001,65936,33661,
营业利润(万元),171857,106724,55424,197470,161178,105920,56205,188674,157965,101954,52132,223446,156171,97444,47105,186578,122667,72730,35096,132571,84778,49847,24052,90223,59435,33537,15972,54912,32030,16940,8173,28556,17803,9264,4655,18617,12282,7644,3748,13989,8825,4767,2321,10661,7241,4571,2294,
利润总额(万元),172604,107112,55602,199730,161939,106278,56320,189551,158821,102330,52444,224960,158798,98500,48224,188504,122728,72761,35143,132299,84524,49678,23993,90215,59426,33507,15963,54931,32045,16934,8168,28567,17827,9312,4694,19520,13258,7527,3768,14819,8899,4763,2317,10724,7240,4570,2293,
所得税费用(万元),27360,17195,8672,30170,25654,17257,9413,28983,26333,17207,8574,35136,25610,16128,7940,29705,20287,12010,5885,20736,13723,8093,3929,16235,15058,8503,4102,14144,8223,4449,2160,7443,4686,2458,1234,5124,3417,1973,980,5349,2782,1422,638,3415,2446,1534,746,
净利润(万元),145244,89917,46930,169559,136285,89022,46907,160568,132488,85123,43869,189825,133187,82372,40284,158799,102441,60750,29257,111563,70801,41585,20064,73979,44368,25004,11860,40787,23822,12485,6008,21124,13141,6854,3460,14396,9841,5554,2789,9470,6117,3341,1678,7309,4794,3037,1547,
基本每股收益,0.54,0.34,0.18,0.64,0.52,0.34,0.26,0.91,0.76,0.48,0.25,1.07,0.75,0.46,0.34,1.33,0.86,0.51,0.37,1.43,0.91,0.53,0.39,1.52,0.91,0.51,0.24,1.22,0.71,0.37,0.27,0.95,0.6,0.31,0.24,0.98,0.68,0.39,0.29,0.96,0.63,0.34,0.18,0.93,0.65,0.42,0.22,
货币资金(万元),222142,165231,160086,187309,140449,139525,100959,122285,117686,113070,107133,198324,180826,237965,228347,359789,230746,240586,303937,380537,227462,210568,191289,244090,73626,68320,57419,85337,71469,61579,60339,61724,58497,40541,33663,33068,27162,23906,21600,37480,29853,29955,30617,41924,
应收账款(万元),1933654,1803092,1632788,1784914,1849871,1732496,1549137,1664210,1756598,1590796,1414486,1484252,1383800,1178324,1047845,1107381,880046,765399,646307,754230,575994,482828,386781,416315,318881,272852,213584,235924,168716,138254,111701,138274,113789,111340,105170,119870,101861,97255,87702,99132,86413,78614,70521,61580,
存货(万元),23821,21392,20056,19477,20600,17157,15465,15487,13841,17645,11494,10651,11533,9629,8208,8386,7676,7030,7054,6399,5825,5514,4931,5113,6935,5464,2970,3529,4920,4050,3197,3044,3107,2436,2161,2445,4428,3750,3787,1795,2081,2310,1770,82274,
