code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000949,新乡化纤,0.02,-77.26,,0.85,,3027.34,-73.68,10派0.1,03-29
300491,通合科技,0.07,-86.27,,2.62,,1071.75,-73.88,,03-20
601038,一拖股份,0.06,-74.52,,1.17,,5651.42,-74.7,,03-30
600719,大连热电,0.01,-75.3,,0.46,,335.68,-75.31,10派0.03,03-23
000958,东方能源,0.08,-84.31,,2.58,,6769.96,-76.05,,03-31
600975,新五丰,0.07,-76.67,,3.7,,4491.2,-77.16,10派1,03-24
600689,上海三毛,0.1,-78.26,2.28,4.69,,2070.27,-77.62,,03-31
300562,乐心医疗,0.09,-94.92,,3.52,,1784.07,-77.84,,03-30
600819,耀皮玻璃,0.05,-79.17,,1.59,,4794.75,-78.76,10派0.16,03-24
600714,金瑞矿业,0.04,-80.0,,2.05,,1221.59,-78.8,,03-24
600011,华能国际,0.11,-81.03,,2.47,,179315.1,-79.66,10派1,03-14
000810,创维数字,0.09,-81.25,,3.55,,9433.57,-80.61,,03-23
300092,科新机电,0.03,-81.31,,1.12,,598.51,-81.23,10派0.12,03-28
300282,汇冠股份,0.09,-83.93,,0.99,,2227.85,-82.28,,03-30
601099,太平洋,0.02,-83.0,,0.99,,11627.88,-82.59,10派0.1,03-24
601069,西部黄金,0.03,-82.76,,1.29,,2181.0,-82.77,10派0.11,03-21
000543,皖能电力,0.07,-86.0,,1.25,,13205.43,-85.15,10派0.1,03-24
000521,美菱电器,0.03,-88.55,,0.64,,3247.32,-85.25,10派0.6,03-30
600647,同达创业,0.08,-86.17,,3.11,,1113.87,-86.18,,03-31
600027,华电国际,0.04,-87.02,,1.02,,43012.7,-87.14,10派0.18,03-27
000619,海螺型材,0.03,-88.1,,0.37,,903.15,-88.11,,03-22
000600,建投能源,0.09,-88.41,,1.54,,16838.83,-88.41,10派0.8,03-28
601918,新集能源,0.01,-90.32,,0.48,,2213.36,-90.84,,03-30
000899,赣能股份,0.02,-95.78,,0.36,,1645.01,-95.65,,03-27
000037,深南电A,0.03,-98.62,,0.82,,1590.42,-98.78,,03-22
600725,ST云维,0.01,-99.73,,3.82,,818.13,-99.47,,03-29
601808,中海油服,0.01,-100.29,,0.09,,3306.71,-100.29,10派0.6,03-28
000852,石化机械,0.02,-101.13,,0.54,,941.38,-101.14,,03-30
601608,中信重工,0.01,-102.7,,0.44,,3132.2,-101.98,10派0.062,03-26
600540,*ST新赛,0.02,-102.35,,1.79,,1110.02,-102.34,,03-28
600696,ST匹凸,0.05,-103.7,,6.76,,1803.47,-103.92,,01-31
600311,荣华实业,0.0,-104.0,,0.31,,257.26,-103.96,,03-27
300313,天山生物,0.04,-105.56,,2.05,,744.43,-105.33,,03-13
600096,云天化,0.15,-105.95,,4.95,,20185.85,-106.01,,03-23
002490,*ST墨龙,0.05,-106.49,,2.07,,3803.85,-106.21,,03-30
601005,重庆钢铁,0.04,-103.77,,,,32008.6,-106.83,,02-28
002417,深南股份,0.03,-107.69,,2.22,,767.18,-107.28,,03-27
600423,*ST柳化,0.15,-107.35,,982.14,,6155.15,-107.54,,02-10
002428,云南锗业,0.01,-106.25,,0.57,,846.44,-108.2,,03-30
000410,沈阳机床,0.15,-108.2,,16.41,,11775.16,-108.39,,01-31
300105,龙源技术,0.03,-109.7,,0.71,,1598.64,-109.72,,03-22
002159,三特索道,0.04,-110.26,,0.67,,550.14,-110.2,,03-16
600478,科力远,0.02,-110.53,,1.59,,2201.56,-110.4,,03-27
002225,濮耐股份,0.03,-114.29,,0.93,,2218.85,-112.0,,03-28
600556,ST慧球,0.01,-114.29,,4.0,,316.9,-112.02,,02-14
601028,玉龙股份,0.1,-112.41,,4.01,,7967.79,-112.44,,03-30
600860,*ST京城,0.05,-114.29,,3.61,,2086.84,-114.03,,03-27
600267,海正药业,0.01,-110.0,,0.2,,1356.62,-114.37,10派0.5,03-27
000629,*ST钒钛,0.1,-114.42,,22.34,,86328.2,-114.42,,03-20
000972,*ST中基,0.05,-115.17,,4.28,,3668.99,-114.44,,03-23
601969,海南矿业,0.02,-113.33,,0.94,,4553.84,-115.93,,03-24
002248,*ST东数,0.12,-115.94,,5.62,,3713.73,-115.94,,03-30
000659,*ST中富,0.07,-115.56,,17.78,,9396.96,-116.39,,03-23
600358,国旅联合,0.06,-119.57,,6.15,,3230.68,-119.81,,03-23
000953,*ST河化,0.1,-120.78,,,,2946.24,-120.78,,02-28
600561,江西长运,0.09,-121.95,,1.45,,2035.14,-120.84,,03-31
603333,明星电缆,0.03,-120.0,,1.2,,1688.32,-121.76,10派0.1,03-20
600707,彩虹股份,0.05,-113.51,,1.33,,5968.72,-121.9,,03-30
600733,SST前锋,0.04,-123.08,,4.09,,772.2,-123.12,10送4转20,02-08
600403,*ST大有,0.2,-124.39,,7.01,,48039.15,-124.48,10派0.61,03-30
601919,中远海控,0.26,-126.8,,13.77,,266193.59,-126.87,,03-30
000922,*ST佳电,0.22,-127.59,,8.07,,12050.21,-127.6,,03-17
600071,凤凰光学,0.14,-128.57,,8.24,,3353.28,-129.06,,03-08
000800,一汽轿车,0.17,-129.47,,3.59,,28123.68,-129.47,,03-31
002400,省广集团,-0.11,-122.0,,-3.65,,-18410.58,-130.12,,03-29
000819,岳阳兴长,-0.04,-130.77,,-1.45,,-985.06,-132.47,,03-27
000608,阳光股份,0.2,-132.26,,5.23,,15236.5,-132.54,10派0.3,03-17
000803,*ST金宇,0.17,-135.27,,30.08,,2174.06,-135.27,,02-28
600875,东方电气,0.29,-138.16,,3.13,,67307.91,-137.72,,03-30
000782,美达股份,0.07,-146.67,,2.95,,3500.1,-142.94,10派0.4,03-06
600455,博通股份,0.07,-143.75,,3.48,,439.45,-143.99,,03-31
300309,吉艾科技,0.44,-144.44,,13.89,,21226.47,-148.32,,03-27
603800,道森股份,0.14,-148.7,,3.18,,2923.46,-148.69,10派1,03-30
300301,长方集团,0.05,-154.77,,1.69,,3623.84,-157.76,,03-01
600322,天房发展,0.2,-158.03,,5.11,,21812.58,-157.89,,03-20
300275,梅安森,0.26,-160.71,,8.14,,4201.91,-160.11,,03-16
000045,深纺织A,0.1,-158.82,,2.23,,5277.61,-160.47,,03-29
000731,四川美丰,0.26,-162.15,,6.12,,15560.33,-162.15,10派0.8,03-27
601991,大唐发电,0.13,-165.25,,4.22,,171181.0,-165.25,10派0.9,03-30
600497,驰宏锌锗,0.26,-164.22,,11.88,,115518.3,-169.89,10派0.3,03-20
600767,*ST运盛,0.13,-176.05,,17.71,,4342.22,-176.34,,03-30
002140,东华科技,-0.14,-177.78,,-3.16,,-6313.58,-177.18,,03-31
600077,宋都股份,0.12,-180.0,,4.25,,15567.56,-178.04,10派0.15,02-10
002571,*ST德力,0.13,-182.48,,3.37,,5057.88,-182.5,,03-15
000721,西安饮食,-0.02,-191.09,,-1.69,,-1125.29,-191.11,,03-28
600265,ST景谷,-0.24,-192.31,,,,-3095.97,-191.84,,03-24
600877,*ST嘉陵,0.44,-197.99,,170.19,,30155.12,-197.97,,03-26
600121,*ST郑煤,0.62,-199.63,,20.44,,62744.6,-199.63,,03-31
002667,鞍重股份,0.17,-200.0,,3.1,,2316.15,-199.74,10派0.24,03-21
300052,中青宝,0.19,-200.0,,4.4,,5029.67,-201.14,10派0.2,03-21
600678,四川金顶,0.08,-202.22,,168.91,,2885.8,-202.16,,02-14
000613,大东海A,0.01,-208.22,,3.78,,285.9,-207.44,,02-01
002568,百润股份,0.22,-237.5,,10.8,,18264.53,-224.23,,03-15
002430,杭氧股份,0.41,-220.59,,9.13,,36070.4,-227.63,,03-31
000683,远兴能源,0.18,-212.5,,8.39,,71151.1,-238.76,10派0.2,02-28
000157,中联重科,0.17,-241.67,,3.57,,133192.37,-242.65,10派2,03-30
600844,丹化科技,0.26,-236.71,,13.38,,26608.38,-261.94,,02-26
600571,信雅达,-0.48,-271.43,,-18.53,,-20886.72,-270.35,,03-30
000610,西安旅游,-0.08,-273.07,,-2.35,,-1856.23,-273.26,,03-28
000159,国际实业,-0.14,-288.25,,-3.09,,-6630.53,-288.27,,03-29
000063,中兴通讯,1.09,-291.23,7.55,15.74,1.72,456817.2,-293.78,10派3.3,03-16
002547,春兴精工,-0.32,-300.0,,-12.85,,-35914.06,-319.72,,03-26
000897,津滨发展,-0.07,-353.61,,-9.63,,-11935.91,-353.65,,03-21
600805,悦达投资,-0.33,-353.85,,-4.45,,-28124.58,-355.32,,03-30
000502,绿景控股,-0.45,-364.71,,-48.79,,-8326.08,-359.27,,03-30
600608,*ST沪科,0.19,-371.43,,346.0,,6232.12,-361.89,,03-27
000576,广东甘化,-0.64,-378.26,,-24.27,,-28305.14,-376.4,,03-24
600716,凤凰股份,-0.16,-388.6,,-4.54,,-15401.37,-393.73,,03-29
600836,界龙实业,0.05,-388.24,,3.68,,3228.21,-393.92,10派0.15,03-24
600618,氯碱化工,0.86,-402.57,,40.85,,99260.33,-402.54,10派0.35,03-16
600022,山东钢铁,0.18,-346.91,,11.32,,192445.25,-420.8,,03-30
600784,鲁银投资,-0.24,-428.77,,-8.94,,-13663.27,-427.53,,03-30
600889,南京化纤,-0.99,-429.0,,-22.95,,-30295.09,-433.53,,03-30
000932,华菱钢铁,1.37,-490.54,,49.69,,412091.95,-490.55,,02-13
002289,宇顺电子,-0.45,-384.61,,-23.83,,-12745.41,-526.91,,03-31
000868,安凯客车,-0.33,-571.43,,-19.1,,-23015.27,-548.2,,03-21
600249,两面针,-0.26,-620.0,,-7.49,,-14400.04,-635.26,,03-30
600301,ST南化,-0.14,-639.45,,-12.85,,-3247.99,-640.05,,02-10
000822,山东海化,0.77,-650.0,,27.54,,68518.87,-656.67,10派0.5,03-07
600744,华银电力,-0.65,-690.91,,-32.47,,-115714.34,-715.42,,03-30
600724,宁波富达,-0.6,-785.02,,-40.57,,-87216.48,-784.81,,03-30
002660,茂硕电源,0.05,-600.0,,1.51,,1306.5,-830.65,,03-28
600579,天华院,-0.11,-650.0,,-3.98,,-4693.77,-847.43,,03-28
600794,保税科技,-0.19,-1050.0,,-11.93,,-22648.16,-1018.3,,03-27
002297,博云新材,-0.13,-1400.0,,-4.0,,-6238.86,-1091.61,,03-28
000927,一汽夏利,-1.03,-1110.22,,-186.83,,-164053.54,-1110.64,,03-31
000911,南宁糖业,-0.6,-1100.0,,-12.88,,-19305.26,-1117.14,,03-21
600392,盛和资源,0.26,-856.16,,8.36,,33654.69,-1124.42,10派0.3转3,03-29
000792,盐湖股份,-1.49,-912.68,,,,-415923.79,-1318.77,,03-31
000862,银星能源,-0.27,-1435.0,,-7.04,,-18861.37,-1809.98,,03-22
000737,*ST南风,-0.77,-2106.28,,,,-42058.17,-2108.29,,02-13
000553,沙隆达A,0.66,-626.4,,9.05,,154587.9,-2175.28,10派0.63,03-29
000875,吉电股份,-0.16,-1897.75,,-4.54,,-33953.39,-2710.81,,03-30
600396,金山股份,-0.61,-4265.75,,-28.43,,-89567.58,-4277.11,,03-30
002423,中原特钢,-0.51,-5228.0,,-15.17,,-25792.04,-5062.01,,03-30
601968,宝钢包装,0.01,0.0,,0.33,,,,,03-31
600131,岷江水电,0.16,-51.52,,7.46,,,,,03-31
