code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000785,武汉中商,1.42,14100.0,,37.49,,35753.53,17416.64,,03-31
600516,方大炭素,2.11,5175.0,,46.62,,362041.86,5267.65,10派19,02-13
000016,深康佳A,2.1,5189.92,,63.26,,505702.52,5185.74,,03-31
600581,八一钢铁,1.52,3075.0,,42.18,,116795.96,3047.86,10转10,03-13
600971,恒源煤电,1.1,2650.0,,17.56,,110474.91,3030.79,10派3.6,03-24
600793,宜宾纸业,0.88,2807.62,,92.96,,9246.47,2809.3,,02-28
600570,恒生电子,0.76,2433.33,,17.54,,47121.9,2476.18,10派2.9,03-27
000717,韶钢松山,1.04,2500.25,,146.69,,251654.74,2381.13,,03-06
002061,浙江交科,0.87,625.0,,26.4,,110680.66,1569.9,,03-31
300122,智飞生物,0.27,1250.0,,15.85,,43227.54,1229.25,10派1.3,03-20
600569,安阳钢铁,0.67,1211.76,,28.4,,160078.15,1198.94,,03-16
600963,岳阳林纸,0.28,833.33,,5.16,,34773.83,1131.86,10派0.38,03-20
000759,中百集团,0.1,945.26,,2.26,,6764.62,946.18,10派0.6,03-28
000557,西部创业,0.06,900.0,,2.19,,8699.48,943.17,,03-22
002016,世荣兆业,1.13,875.28,,44.17,,91298.16,875.09,,03-31
600962,国投中鲁,0.03,832.35,,1.01,,831.59,824.01,,03-29
600282,南钢股份,0.79,779.73,,36.8,,320034.94,804.73,10派0.5,02-13
600528,中铁工业,0.63,447.83,,10.19,,133938.59,697.9,10派1.9,03-28
603299,井神股份,0.32,676.02,,8.7,,17812.61,676.0,10派0.96,03-28
002109,兴化股份,0.29,635.25,,6.39,,20641.3,635.03,,03-31
000990,诚志股份,0.65,122.41,,5.21,,80850.86,629.83,10派1.5,03-16
300016,北陆药业,0.36,620.0,,12.3,,11881.67,625.4,10派0.37,02-28
600753,东方银星,0.15,640.0,,12.48,,1897.5,623.45,,02-28
300618,寒锐钴业,3.91,428.38,,52.67,,44940.48,575.04,,02-13
000537,广宇发展,1.29,92.54,,27.56,,217179.14,528.96,10派1.3,03-21
603612,索通发展,2.66,442.86,,29.69,,54776.78,516.06,10派6.77转4,03-20
600279,重庆港九,0.7,536.36,,13.89,,48328.12,515.96,10派2.1,03-29
000779,三毛派神,0.43,503.69,,30.66,,7925.06,503.07,,03-09
000807,云铝股份,0.25,400.0,,6.86,,65700.1,494.41,10派0.7,03-20
600449,宁夏建材,0.71,488.72,,7.72,,33730.5,485.09,10派2.2,03-24
600490,鹏欣资源,0.16,433.33,,5.61,,30122.94,484.99,,03-15
600567,山鹰纸业,0.44,388.89,,21.54,,201451.83,471.0,10派1.33,03-20
000513,丽珠集团,8.09,308.59,,51.17,,442868.46,464.63,10派20转3,03-24
000959,首钢股份,0.42,451.32,,8.7,,221065.11,451.33,,03-30
600621,华鑫股份,0.77,165.52,,13.47,,77459.31,402.28,10派2.2,03-30
000918,嘉凯城,1.1,400.0,,48.82,,198774.96,398.39,,03-24
002469,三维工程,0.11,450.0,,4.87,,5726.27,386.64,10派0.5,03-16
600673,东阳光科,0.21,377.27,,13.18,,52306.58,377.76,,03-27
002617,露笑科技,0.42,366.67,,12.81,,30838.94,376.18,10派0.2转5,03-06
000039,中集集团,0.81,478.57,10.88,8.0,1.43,250924.2,364.97,10派2.7,03-28
002145,中核钛白,0.24,388.0,,13.98,,38854.9,362.06,10派0.2,03-09
600801,华新水泥,1.39,363.33,,18.98,,207764.06,359.72,10派2.8,03-26
601717,郑煤机,0.17,339.47,,2.72,,28425.08,358.49,10派0.5,03-30
300038,梅泰诺,1.51,165.28,,7.4,,48726.84,350.74,10派1.5转18,03-24
300346,南大光电,0.21,348.61,,2.82,,3383.91,348.28,,03-29
300102,乾照光电,0.3,328.57,,8.1,,21056.03,335.2,10派0.3,03-01
600549,厦门钨业,0.57,320.68,,9.24,,61837.84,320.66,10派2转3,03-30
600260,凯乐科技,1.08,295.17,,19.25,,73958.29,305.85,10派1,03-28
000585,东北电气,-0.45,295.08,,,,-39705.76,299.08,,03-30
300349,金卡智能,1.48,208.33,,12.2,,34814.21,297.38,,03-29
601866,中远海发,0.13,297.14,,10.25,,146189.05,296.61,,03-30
002136,安纳达,0.76,285.23,,27.98,,16376.92,285.24,10派1,03-27
300107,建新股份,0.16,279.29,,9.22,,8707.57,282.7,,03-31
600400,红豆股份,0.34,209.09,,14.18,,60803.74,281.41,10派2转4,03-28
600507,方大特钢,1.92,284.0,,67.67,,253952.66,281.4,10派16,02-09
601225,陕西煤业,1.04,271.43,,26.59,,1044940.0,279.3,10派4.18,03-30
600308,华泰股份,0.58,269.87,,9.86,,67368.16,270.08,10派1.74,03-17
000517,荣安地产,0.17,263.68,,13.72,,54175.58,263.75,10派0.2,03-28
002012,凯恩股份,0.07,250.0,,2.55,,3061.46,252.33,,03-07
000898,鞍钢股份,0.78,247.53,6.91,11.81,,560500.0,246.84,10派2.32,03-27
600720,祁连山,0.74,244.97,,11.24,,57469.18,245.0,10派2.3,03-22
002341,新纶科技,0.34,155.32,,5.18,,17253.05,244.05,10派0.35转10,02-28
601600,中国铝业,0.09,350.0,,3.55,,137843.5,242.47,,03-23
600808,马钢股份,0.54,235.96,,18.92,,412893.99,235.99,10派1.65,03-21
002334,英威腾,0.3,220.69,,12.94,,22585.5,231.81,10派1.5,03-30
600188,兖州煤业,1.38,227.96,,14.0,,677061.8,227.94,10派4.8,03-24
600711,盛屯矿业,0.41,223.81,,14.2,,61033.41,223.67,10派1,03-13
600251,冠农股份,0.11,221.66,,4.42,,8507.35,221.54,10派0.35,03-29
002075,沙钢股份,0.32,219.0,,23.01,,70480.16,220.37,,03-20
600888,新疆众和,0.14,136.05,,3.65,,12060.13,206.97,10派0.5,03-26
600309,万华化学,4.09,140.59,,50.66,,1113479.03,202.62,,03-13
002648,卫星石化,1.04,166.67,,18.33,,94245.68,202.49,10派0.88,03-13
600258,首旅酒店,0.77,7.48,,8.98,,63088.81,199.09,10派0.8转2,03-30
000795,英洛华,0.09,200.0,,5.08,,10274.93,197.13,,03-09
002166,莱茵生物,0.47,193.75,,21.71,,20593.97,195.62,10派0.5,03-30
600731,湖南海利,0.13,196.28,,5.29,,4168.77,194.51,,03-27
603002,宏昌电子,0.13,225.0,,7.39,,7844.94,194.05,10派0.64,03-30
601857,中国石油,0.12,200.0,,1.9,,2279300.0,188.52,10派0.6074,03-23
600769,祥龙电业,0.01,180.0,,11.05,,511.71,185.56,,03-30
300700,岱勒新材,1.66,159.38,,32.98,,11134.73,183.33,,02-28
000615,京汉股份,0.4,185.71,,16.85,,30922.45,183.06,10派0.5,03-28
002265,西仪股份,0.06,200.0,,2.05,,1967.92,180.63,,03-27
000338,潍柴动力,0.85,39.34,,20.25,,680834.25,178.89,10派2.5,03-29
002379,宏创控股,0.04,178.43,,3.21,,3943.14,178.66,,03-10
600316,洪都航空,0.04,177.92,,0.6,,3068.05,177.89,10派0.13,03-17
600050,中国联通,0.02,157.53,,0.49,,42584.47,176.39,10派0.204,03-16
603993,洛阳钼业,0.14,133.33,,9.89,,272779.62,173.32,10派0.76,03-30
603595,东尼电子,2.03,138.82,,37.32,,17336.57,173.27,,03-23
600961,株冶集团,0.11,175.0,,30.36,,5544.96,168.01,,02-07
000877,天山股份,0.3,165.43,,4.33,,26492.52,165.5,10派0.8,03-23
601326,秦港股份,0.18,157.14,,7.8,,96297.08,163.81,10派0.62,03-30
000420,吉林化纤,0.04,55.2,,3.12,,8559.41,163.33,,02-27
601168,西部矿业,0.11,175.0,,2.25,,26064.79,161.17,10派1,03-28
600727,鲁北化工,0.22,144.44,,6.98,,7844.85,160.12,,03-22
300451,创业软件,0.7,125.81,,8.74,,16324.42,159.1,10派1转10,02-06
600190,锦州港,0.07,157.82,,2.4,,14309.91,157.82,10派0.22,02-14
600502,安徽水利,0.6,76.47,,12.45,,78133.97,155.64,10派0.5送2,03-22
600527,江南高纤,0.09,200.0,,4.09,,7005.57,155.22,10派1.5转5,02-08
600328,兰太实业,0.48,148.96,,10.02,,21047.89,152.74,10派1.46,03-22
000695,滨海能源,0.04,150.86,,2.93,,974.84,151.03,,03-16
002596,海南瑞泽,0.18,-18.18,,7.83,,17620.44,150.94,10派0.2,03-28
002383,合众思壮,0.33,-28.94,,6.7,,24192.67,150.83,10派0.5,03-28
000552,靖远煤电,0.24,149.23,,8.4,,55221.1,149.06,10派1,03-27
601007,金陵饭店,0.35,148.2,,7.21,,10347.71,148.57,10派2.4,03-02
600210,紫江企业,0.37,147.3,,12.96,,55480.3,147.81,10派1.5,03-22
002039,黔源电力,1.05,147.17,,14.39,,32034.99,147.16,10派3,03-29
300161,华中数控,0.19,137.75,,2.91,,3287.0,146.8,10派0.2,02-12
603007,花王股份,0.51,-21.54,,18.78,,17068.02,137.23,10派0.52,03-27
600360,华微电子,0.13,116.67,,4.59,,9485.38,133.52,10派0.2,02-10
601012,隆基股份,1.81,110.47,,30.14,,356452.56,130.38,10派1.8,03-29
601678,滨化股份,0.7,133.33,,15.5,,82576.13,130.14,10派2.2转3,03-09
600738,兰州民百,0.18,8.28,,8.42,,14344.61,129.74,10派1,03-20
002586,围海股份,0.22,69.23,,5.97,,21332.4,129.23,10派0.5,03-27
000818,方大化工,0.37,125.2,,10.72,,25554.2,128.01,10派0.8,02-27
600293,三峡新材,0.35,-5.52,,11.31,,40375.24,125.05,10派1.04,03-20
002536,西泵股份,0.72,125.0,,12.42,,24155.21,123.96,10派3,03-28
000851,高鸿股份,0.29,112.99,,5.66,,17930.83,123.86,10转4,03-27
300684,中石科技,1.26,123.08,,22.24,,8224.4,123.06,10派1.9,03-30
600858,银座股份,0.09,122.88,,1.64,,4912.79,122.54,10派0.3,03-28
300143,星普医科,0.43,95.45,,5.22,,12239.62,122.21,10转9,03-17
002925,盈趣科技,2.59,121.37,,80.97,,98386.25,120.86,10派8,03-30
000666,经纬纺机,1.7,120.78,,16.59,,120020.51,120.4,10派2.1,03-24
603179,新泉股份,1.65,73.68,,22.52,,25016.53,120.07,,03-26
300226,上海钢联,0.3,115.62,,9.13,,4817.8,117.95,,03-17
002534,杭锅股份,0.57,83.87,,14.95,,41733.28,117.89,10派2,03-27
600378,天科股份,0.2,122.22,,7.64,,5888.18,117.19,10派0.6,03-10
002193,如意集团,0.27,107.69,,2.83,,7093.31,116.47,10派1,03-27
603003,龙宇燃油,0.13,28.04,,1.42,,5903.06,115.69,10派0.4,03-22
300740,御家汇,1.32,112.9,4.5,34.43,1.45,15849.42,114.85,10派4转7,01-22
000951,中国重汽,1.34,116.13,,17.14,,89758.07,114.64,10派6.8,03-24
002365,永安药业,0.71,113.15,,9.92,,13315.07,113.74,,03-31
002125,湘潭电化,0.14,133.33,,4.38,,4717.15,112.1,,03-15
601016,节能风电,0.1,5.49,,6.15,,39902.87,111.58,10派0.44,03-30
600017,日照港,0.12,100.0,,3.51,,36887.56,109.3,10派0.2,03-20
000631,顺发恒业,0.31,93.75,,13.17,,76504.03,108.85,10派3.1,03-27
000401,冀东水泥,0.08,110.26,,1.1,,11038.33,108.72,,03-23
600511,国药股份,1.55,35.56,,16.06,,114148.49,108.45,10派4.5,03-23
600367,红星发展,0.33,108.19,,8.55,,9547.36,108.19,10派0.33,03-15
000790,泰合健康,0.4,108.1,,22.84,,17166.7,108.09,10派0.8送3,03-06
601002,晋亿实业,0.19,111.11,,6.16,,14759.26,107.32,10派1,03-28
000833,贵糖股份,0.12,100.0,,2.98,,7976.62,105.91,10派0.5,03-14
603225,新凤鸣,2.6,87.05,,29.04,,149659.49,104.57,10派2.6,02-12
600362,江西铜业,0.46,100.0,,3.39,,160410.78,103.69,10派2,03-29
600590,泰豪科技,0.38,100.0,,6.53,,25193.47,103.45,10派1.2送3,03-20
600488,天药股份,0.12,80.3,,4.46,,12980.83,103.44,10派0.36,03-29
002362,汉王科技,0.2,102.81,,5.47,,4325.49,102.89,,03-20
000789,万年青,0.75,101.77,,15.61,,46262.82,101.8,10派3.5,03-30
000786,北新建材,1.31,65.32,,20.66,,234398.54,100.16,10派3.55,03-17
603636,南威软件,0.25,-50.98,,11.01,,10302.55,100.15,10派2,03-30
601155,新城控股,2.71,99.26,,34.18,,602890.77,99.68,10派8.1,03-15
603085,天成自控,0.31,-8.82,,7.36,,7012.12,99.09,,03-15
601088,中国神华,2.26,98.25,15.16,14.67,4.78,4503700.0,98.3,10派9.1,03-24
600736,苏州高新,0.48,84.62,,10.22,,60626.08,97.41,10派1.45,03-22
600588,用友网络,0.27,92.86,3.99,6.71,0.99,38908.09,97.11,10派1.5转3,03-24
600728,佳都科技,0.13,87.1,,6.95,,21250.09,96.88,10派0.31,03-17
600438,通威股份,0.52,61.06,,16.07,,201204.43,96.35,10派1.6,03-30
002717,岭南股份,1.23,83.58,,17.51,,50928.2,95.27,10派1.75转13,03-20
601158,重庆水务,0.43,95.45,,15.09,,206691.88,93.51,10派3,03-24
002258,利尔化学,0.77,92.5,,18.11,,40196.73,92.93,,02-01
300459,金科文化,0.25,31.58,,7.63,,39393.35,92.16,10派0.2,03-07
002080,中材科技,0.95,80.25,,9.23,,76728.37,91.15,10派3转6,03-22
600970,中材国际,0.56,93.1,,13.47,,97692.45,91.04,10派1.68,03-24
601899,紫金矿业,0.16,77.78,,11.1,,350771.76,90.66,10派0.9,03-24
601588,北辰实业,0.34,88.89,,9.41,,114041.07,89.88,10派1.1,03-22
603518,维格娜丝,1.28,88.24,,12.28,,18993.77,89.32,10派1.58,03-09
603108,润达医疗,0.38,-7.32,,9.98,,21918.67,88.26,,03-29
600382,广东明珠,0.71,42.0,,6.73,,33211.23,87.42,10派0.35,03-30
000930,中粮生化,0.25,86.72,,14.11,,23730.72,86.74,,03-27
002449,国星光电,0.75,86.76,,11.9,,35913.39,86.74,10派3.2转3,03-21
600585,海螺水泥,2.99,85.71,16.87,19.12,3.28,1585467.01,85.87,10派12,03-23
002649,博彦科技,0.43,-39.14,,10.95,,21764.45,85.74,10派0.83,03-12
002597,金禾实业,1.81,86.6,,35.84,,102226.85,85.37,10派6,02-28
600200,江苏吴中,0.19,76.19,,4.54,,13310.53,85.21,,03-31
600067,冠城大通,0.4,81.82,,8.47,,59516.4,85.11,10派1.2,03-16
002211,宏达新材,0.05,66.67,,2.6,,2042.69,85.05,,03-30
300450,先导智能,1.29,80.56,,34.16,,53750.0,84.93,10派2.3转10,03-08
000921,海信科龙,1.47,83.75,,35.12,,199753.01,83.64,10派4.4,03-30
300103,达刚路机,0.2,83.26,,4.98,,4333.17,83.27,10转5,03-27
000488,晨鸣纸业,1.7,71.72,,15.8,,376932.55,82.62,10派6转5,03-28
600828,茂业商业,0.6,82.1,,25.04,,103451.88,82.12,10派1.5,03-16
600272,开开实业,0.16,77.78,,7.69,,3873.05,81.9,10派0.5,03-30
300708,聚灿光电,0.54,71.97,,20.41,,11002.55,81.53,10派0.6,03-28
300296,利亚德,0.74,-14.94,3.45,24.06,,120978.15,80.88,10派1.1转5,03-27
600315,上海家化,0.58,81.25,,7.16,,38980.19,80.45,10派1.8,03-21
600667,太极实业,0.2,42.86,,7.11,,41779.0,79.68,,03-31
300233,金城医药,0.77,22.22,,8.46,,28630.41,79.62,10派2,03-29
000034,神州数码,1.11,64.97,,24.1,,72292.47,79.03,10派0.38,03-29
000757,浩物股份,0.1,66.67,,7.9,,4709.52,78.93,,03-16
600876,洛阳玻璃,0.04,78.08,,3.85,,2056.81,78.6,,03-23
002497,雅化集团,0.25,78.57,,9.59,,23833.44,78.11,10派0.2,03-30
300215,电科院,0.17,70.0,,6.49,,12580.87,78.02,,03-31
000662,天夏智慧,0.68,48.33,,10.84,,57417.45,77.49,10派0.7转3,03-29
000612,焦作万方,0.15,76.19,,3.81,,17573.11,77.11,10派0.5,03-29
300260,新莱应材,0.11,-9.69,,3.24,,2158.1,77.04,10派0.2,03-20
600460,士兰微,0.14,75.0,,6.65,,16948.66,76.75,10派0.4,03-27
600287,江苏舜天,0.19,76.39,,4.35,,8289.13,76.38,10派0.8,03-27
603938,三孚股份,1.09,51.39,,19.05,,14274.43,76.07,,03-30
000838,财信发展,0.18,75.96,,11.22,,19579.02,75.9,10派0.36,02-13
000011,深物业A,1.05,75.56,,26.64,,62296.27,75.55,10派3,03-30
600787,中储股份,0.61,74.29,,13.35,,133778.06,74.32,10派0.61,03-17
603180,金牌厨柜,2.78,44.79,,27.78,,16674.82,73.29,,03-28
600710,苏美达,0.27,35.0,,9.32,,35809.96,73.28,10派0.42,03-20
002245,澳洋顺昌,0.36,71.37,,16.27,,35441.81,72.36,10派0.4,02-13
601238,广汽集团,1.65,68.37,,21.49,,1078621.99,71.53,10派4.3转4,03-30
000756,新华制药,0.45,66.67,,9.7,,20959.19,71.42,10派0.5转3,03-26
600338,西藏珠峰,1.71,71.26,,71.24,,111364.47,71.26,,03-10
600114,东睦股份,0.72,56.52,,12.48,,30010.19,70.65,10派3转4.8,03-20
300532,今天国际,0.61,-21.79,,12.44,,9320.48,70.58,10派3转8,03-27
002439,启明星辰,0.51,64.52,,15.58,,45189.2,70.41,10派0.5,03-28
600785,新华百货,0.47,67.86,,5.37,,10695.48,69.88,10派44.5,02-14
002503,搜于特,0.2,-23.08,,11.34,,61282.88,69.43,10派2,03-27
002408,齐翔腾达,0.48,71.43,,13.61,,84961.2,69.07,,03-31
300567,精测电子,2.07,29.38,,21.08,,16684.74,69.07,,03-29
300320,海达股份,0.27,-6.08,,15.91,,14028.01,69.05,,01-30
603726,朗迪集团,1.2,55.84,,14.52,,11337.95,68.83,,03-27
002121,科陆电子,0.34,47.88,,10.96,,45866.18,68.75,10派0.35,03-06
601628,中国人寿,1.13,71.21,11.35,10.49,7.11,3225300.0,68.63,10派4,03-23
600798,宁波海运,0.14,68.49,,5.37,,14883.06,68.42,10派0.5,03-27
300677,英科医疗,1.75,48.31,,18.88,,14508.41,68.19,,02-28
600094,大名城,0.57,44.44,,12.57,,141197.54,68.04,10派0.6,03-06
601137,博威合金,0.49,32.43,,9.49,,30555.11,66.65,10派1.5,03-10
600018,上港集团,0.5,66.27,,17.92,,1153619.16,66.25,10派1.72,03-28
603025,大豪科技,0.88,66.04,,24.94,,39651.3,66.07,10派10,03-28
600368,五洲交通,0.44,65.54,,11.57,,36771.08,65.52,10派1.5送3.5,03-16
600593,大连圣亚,0.6,65.29,,13.3,,5545.98,65.31,10转4,03-29
600531,豫光金铅,0.27,35.0,,9.28,,29118.54,65.05,10派0.81,03-24
002148,北纬科技,0.24,-22.58,,9.37,,12966.22,64.48,,03-31
603030,全筑股份,0.31,-49.35,,10.9,,16475.56,64.11,10派0.35,03-30
000416,民生控股,0.05,63.58,,3.12,,2721.38,63.52,10派0.5,03-21
002916,深南电路,2.13,62.6,,25.61,,44808.23,63.44,10派5.1,03-13
300127,银河磁体,0.6,62.16,,16.87,,19296.54,63.13,10派4.5,03-28
601231,环旭电子,0.6,62.16,,16.34,,131389.04,63.1,,03-24
603167,渤海轮渡,0.75,63.04,,11.67,,36267.19,63.04,10派4,03-21
603077,和邦生物,0.06,-33.33,,4.83,,51753.99,62.85,,02-13
002461,珠江啤酒,0.18,5.88,,2.59,,18536.39,62.75,10派1转10,03-27
601882,海天精工,0.2,51.29,,9.2,,10292.44,62.66,,03-22
000799,酒鬼酒,0.54,62.18,,9.02,,17609.87,62.18,10派1.5,03-09
600519,贵州茅台,21.56,61.98,,32.95,,2707936.03,61.97,10派109.99,03-28
002882,金龙羽,0.49,44.47,,17.76,,19022.36,61.22,,03-24
002429,兆驰股份,0.13,-43.48,,7.56,,60292.75,61.04,,03-30
002507,涪陵榨菜,0.52,6.12,,23.76,,41414.22,61.0,10派1.5,03-17
002243,通产丽星,0.12,60.83,,2.85,,4224.33,60.75,10派0.5,03-23
002482,广田集团,0.42,61.54,,10.1,,64670.77,60.58,10派0.5,03-30
300014,亿纬锂能,0.47,-20.34,,18.83,,40336.48,60.18,10派1,03-20
300427,红相股份,0.38,46.15,,11.19,,11795.0,59.79,10派0.73,03-30
002695,煌上煌,0.28,56.67,,8.52,,14090.41,59.76,10派0.7,03-28
603721,中广天择,0.76,43.4,,15.45,,6374.88,59.16,,03-30
300178,腾邦国际,0.5,50.92,,13.77,,28373.13,59.14,10派0.47,03-20
002233,塔牌集团,0.76,50.38,,13.36,,72097.7,58.73,10派3,03-13
600298,安琪酵母,1.03,58.32,,24.02,,84718.77,58.33,10派3.5,03-16
600859,王府井,1.17,31.54,,9.33,,90981.83,58.27,10派3.6,03-24
600577,精达股份,0.18,63.64,,12.05,,35387.12,58.04,10派0.8,03-20
300110,华仁药业,0.04,9.09,,2.54,,3753.5,56.75,,03-31
300393,中来股份,1.44,56.52,,23.74,,25857.27,56.55,10派5,03-15
600611,大众交通,0.37,53.79,,9.55,,87260.23,56.14,10派1.2,03-30
002463,沪电股份,0.12,55.9,,5.97,,20351.77,55.95,10派0.5,03-22
002303,美盈森,0.23,46.43,,8.45,,34818.63,55.86,10派1.3,03-30
601233,桐昆股份,1.42,37.86,,14.97,,176073.96,55.52,10派1.4转4,03-13
002768,国恩股份,0.85,54.55,,22.23,,20306.43,55.11,10派1.3,03-26
000301,东方市场,0.19,57.02,,6.48,,22846.74,55.02,10派1,03-13
601518,吉林高速,0.24,50.0,,10.71,,29668.67,54.57,10派0.74,03-22
300138,晨光生物,0.39,10.06,,9.13,,14282.98,54.45,10派0.8转4,03-27
300036,超图软件,0.44,-24.14,,11.49,,19626.6,53.99,10派0.88,03-29
600958,东方证券,0.57,39.02,,8.62,,355362.64,53.57,10派2,03-30
300365,恒华科技,1.07,50.7,,22.06,,19223.7,53.26,10派2转10,03-16
600235,民丰特纸,0.05,25.0,,1.51,,1920.77,53.04,10派0.1,03-30
603096,新经典,1.9,25.0,,19.33,,23232.29,52.94,,03-30
002742,三圣股份,0.42,-23.64,,13.33,,18033.07,52.93,10派0.7,03-31
002845,同兴达,0.77,-43.38,,17.52,,14921.54,52.81,,03-01
600466,蓝光发展,0.57,39.84,,12.81,,136595.04,52.49,,03-31
000798,中水渔业,0.17,52.15,,6.58,,5425.06,52.15,,03-30
002389,南洋科技,0.43,152.94,,12.56,,18670.4,52.07,10派0.2,03-15
300575,中旗股份,1.6,14.29,,12.28,,11732.53,52.06,,03-30
300376,易事特,0.31,-65.43,,17.86,,71406.88,51.4,10派0.31,03-15
603933,睿能科技,1.57,29.65,,20.91,,14131.99,51.27,,03-29
600604,市北高新,0.12,-36.84,,4.0,,23147.51,50.83,10派0.12,03-29
000429,粤高速A,0.72,38.46,,17.69,,150992.24,50.81,10派5.06,03-28
002677,浙江美大,0.48,50.0,,25.73,,30519.21,50.6,,03-01
300428,四通新材,0.43,48.28,,15.77,,10477.93,49.86,10派3.3转2,03-16
002228,合兴包装,0.15,50.0,,8.93,,15390.37,49.51,10派0.5,03-27
002116,中国海诚,0.48,45.45,,16.2,,20069.38,49.47,,03-31
000977,浪潮信息,0.39,35.36,,8.35,,42753.08,48.95,10派0.4,03-28
300188,美亚柏科,0.56,47.37,,13.56,,27171.63,48.78,10派2转6,03-23
603367,辰欣药业,0.97,38.57,,13.32,,36722.19,48.74,10派1.6,03-28
300378,鼎捷软件,0.23,43.75,,5.13,,6110.01,48.73,10派1,03-29
600116,三峡水利,0.35,52.17,,13.25,,34338.69,48.45,10派1.1,03-29
600623,华谊集团,0.29,45.0,,3.76,,61912.84,48.01,10派1,03-27
601688,华泰证券,1.3,47.94,,10.56,,927652.04,47.94,,03-29
603127,昭衍新药,1.12,33.33,,20.57,,7644.64,47.89,,02-28
002396,星网锐捷,0.85,43.91,,15.44,,47230.28,47.85,10派1.5,03-30
600748,上实发展,0.47,46.88,,9.17,,87233.71,47.39,10派0.48,03-27
300633,开立医疗,0.49,36.11,,20.26,,19002.31,47.39,,03-31
300545,联得装备,0.79,19.7,,11.63,,5652.25,47.07,10派2转10,03-09
603881,数据港,0.56,12.0,,14.18,,11489.53,46.87,,03-22
002119,康强电子,0.31,47.62,,8.96,,6400.27,46.74,10派1转4,03-27
002741,光华科技,0.25,37.5,,9.97,,9261.95,46.59,,02-06
601933,永辉超市,0.19,35.71,,9.32,,181679.41,46.28,,03-31
600655,豫园股份,0.49,46.25,,6.48,,70024.18,46.24,10派1.5,03-19
603757,大元泵业,2.51,28.06,,31.65,,17943.08,46.02,,03-30
600346,恒力股份,0.61,35.56,,26.71,,171933.05,45.73,,03-10
002139,拓邦股份,0.32,-8.57,,11.5,,21001.93,45.55,10派1转5,03-27
600163,中闽能源,0.15,45.28,,9.26,,15347.63,45.5,,03-30
600217,中再资环,0.16,42.96,,15.06,,21758.61,45.49,,03-20
300584,海辰药业,0.84,11.67,,13.72,,6560.05,45.02,10派2.5,03-12
600676,交运股份,0.43,22.86,,8.13,,44599.24,44.96,10派1.4,03-28
600729,重庆百货,1.49,44.66,,12.56,,60543.08,44.59,10派6,03-16
300634,彩讯股份,0.37,23.33,2.35,16.91,0.28,13166.83,44.54,,03-06
300596,利安隆,0.74,-26.47,,16.01,,13050.03,44.08,,03-28
300357,我武生物,1.15,43.75,,25.55,,18610.39,44.04,10派4转8,03-15
600135,乐凯胶片,0.16,43.97,,3.53,,5923.8,43.98,,03-31
603027,千禾味业,0.45,-32.64,,15.21,,14405.94,43.93,,03-20
002541,鸿路钢构,0.6,22.45,,5.33,,20951.33,43.74,,03-31
600459,贵研铂业,0.46,43.75,,6.3,,11932.8,43.73,10派1.4转3,03-22
600183,生益科技,0.74,42.31,,20.12,,107466.33,43.63,10派4.5转4.5,03-28
603536,惠发股份,0.58,23.4,,11.52,,6038.11,43.36,,03-13
002385,大北农,0.31,40.91,,13.16,,126521.19,43.34,,03-31
300146,汤臣倍健,0.52,40.54,,15.8,,76625.56,43.17,10派3.3,02-28
601318,中国平安,4.99,42.57,25.89,20.72,6.8,8908800.0,42.78,10派10,03-21
601811,新华文轩,0.75,36.36,,11.29,,92384.45,42.69,10派3,03-29
300193,佳士科技,0.29,41.19,,6.54,,14377.09,42.34,,02-10
002859,洁美科技,0.79,-54.86,,17.38,,19622.03,42.07,,02-27
002466,天齐锂业,1.94,25.97,,35.71,,214503.88,41.86,10派2,03-24
000050,深天马A,0.58,41.83,,5.73,,80720.43,41.82,10派0.7,03-01
002770,科迪乳业,0.12,-25.0,,7.85,,12668.93,41.56,,03-30
000965,天保基建,0.41,41.38,,8.36,,41085.96,41.37,10派0.1转1,03-22
603018,中设集团,1.42,40.59,,15.99,,29665.67,41.35,10派4.2转4.8,03-05
600176,中国巨石,0.74,17.78,,18.38,,214984.94,41.34,10派2.5转2,03-20
600320,振华重工,0.07,36.0,,1.99,,30019.54,41.32,10派0.5转2,03-30
002745,木林森,1.27,32.29,,12.06,,66854.82,41.2,10派2.47转10,03-05
300248,新开普,0.37,32.14,,9.57,,11967.12,41.04,10派0.6转5,03-17
600115,东方航空,0.44,34.45,,12.64,,635200.0,40.91,10派0.51,03-30
000971,高升控股,0.31,24.0,,4.35,,15636.04,40.81,10转10,03-24
300009,安科生物,0.39,5.95,,19.02,,27774.26,40.77,10派1.5转4,03-28
002090,金智科技,0.65,37.99,,12.62,,15348.34,40.57,10派1.5,03-28
300579,数字认证,1.05,5.0,,16.29,,8424.55,40.5,10派3转5,03-29
600846,同济科技,0.41,40.45,,12.72,,25505.95,40.44,,03-31
600976,健民集团,0.59,40.48,,8.62,,9077.76,40.4,10派2,03-28
002391,长青股份,0.63,40.89,,7.63,,22789.82,40.12,10派3,03-08
603939,益丰药房,0.86,30.32,,10.23,,31350.36,40.03,10派3,03-26
002737,葵花药业,1.45,39.42,,15.03,,42399.66,39.93,10派10转10,03-16
603900,莱绅通灵,0.92,-22.42,,14.35,,30920.71,39.67,,03-16
